Sentences,Naive Bayes,KNN,Decision Tree,Logistic Regression,Perceptron Model,Random Forest,SVM,sum count,Company,True Label,Classified by Hand,Pattern Recognition,Issues / Comments
"Newmont Corporation 2021 Climate Report 46 Appendices / Performance Data Estimated direct and indirect energy consumed by source: Site level (GJ)1, 2 Country Renewable source: Wind Renewable source: Solar Renewable source: Biodiesel Total renewable direct energy consumed Total direct energy consumed (renewable and non-renewable) Indirect (grid- purchased) electricity Heating consumption Cooling consumption Steam consumption Total indirect energy consumed Total combined direct and indirect energy Africa Ghana 0.0 318.5 0.0 318.5 2,580,778.6 2,393,806.3 0.0 0.0 0.0 2,393,806.3 4,974,585.0 Ahafo 0.0 0.0 0.0 0.0 1,523,736.7 1,549,289.2 0.0 0.0 0.0 1,549,289.2 3,073,025.8 Akyem 0.0 318.5 0.0 318.5 1,057,042.0 844,517.2 0.0 0.0 0.0 844,517.2 1,901,559.1 Americas: North U.S. 0.0 0.0 0.0 0.0 1,389,522.4 414,604.0 0.0 0.0 0.0 414,604.0 1,804,126.3 CC&V 0.0 0.0 0.0 0.0 1,389,522.4 414,604.0 0.0 0.0 0.0 414,604.0 1,804,126.3 Canada 0.0 1,483.2 33,178.2 34,661.4 1,749,378.8 2,058,720.0 0.0 0.0 0.0 2,058,720.0 3,808,098.8 Éléonore 0.0 0.0 0.0 0.0 430,843.9 858,951.6 0.0 0.0 0.0 858,951.6 1,289,795.5 Musselwhite 0.0 1,483.2 12,889.8 14,373.0 571,923.5 458,380.8 0.0 0.0 0.0 458,380.8 1,030,304.3 Porcupine 0.0 0.0 20,288.4 20,288.4 746,611.4 741,387.6 0.0 0.0 0.0 741,387.6 1,487,999.0 Mexico 0.0 0.0 0.0 0.0 5,649,588.3 5,224,586.4 0.0 0.0 0.0 5,224,586.4 10,874,174.7 Peñasquito 0.0 0.0 0.0 0.0 5,649,588.3 5,224,586.4 0.0 0.0 0.0 5,224,586.4 10,874,174.7 Americas: South Argentina 0.0 210.3 0.0 210.3 360,944.3 364,226.4 0.0 0.0 0.0 364,226.4 725,170.7 Cerro Negro 0.0 210.3 0.0 210.3 360,944.3 364,226.4 0.0 0.0 0.0 364,226.4 725,170.7 Suriname 0.0 0.0 0.0 0.0 3,869,693.1 0.0 0.0 0.0 0.0 0.0 3,869,693.1 Merian 0.0 0.0 0.0 0.0 3,869,693.1 0.0 0.0 0.0 0.0 0.0 3,869,693.1 Peru 0.0 0.0 90,242.9 90,242.9 2,056,680.4 1,084,212.5 0.0 0.0 0.0 1,084,212.5 3,140,892.9 Yanacocha 0.0 0.0 90,242.9 90,242.9 2,056,680.4 1,084,212.5 0.0 0.0 0.0 1,084,212.5 3,140,892.9 Australia Australia 0.0 0.0 0.0 0.0 6,216,306.2 3,678,793.2 0.0 0.0 0.0 3,678,793.2 9,895,099.4 Boddington 0.0 0.0 0.0 0.0 2,998,959.4 3,678,793.2 0.0 0.0 0.0 3,678,793.2 6,677,752.6 Tanami 0.0 0.0 0.0 0.0 3,217,346.8 0.0 0.0 0.0 0.0 0.0 3,217,346.8 Global Total 0.0 2,012.0 123,421.1 125,433.1 23,872,892.1 15,218,948.8 0.0 0.0 0.0 15,218,948.8 39,091,841.0 1 Energy conversion factors used for calculations in the relevant reporting period are sourced from the Climate Registry's Default Emission Factors Document and the Australian Government National Greenhouse Accounts Factors.",1,1,1,1,1,1,1,7,NewmontMining,irr,rel,,
We do not anticipate changing our current target of 30 percent.,1,1,1,1,1,1,1,7,NewmontMining,irr,irr,,
"• Develop a battery-electric, zero-emissions underground truck to be deployed at Tanami by 2026.",1,1,1,1,1,1,1,7,NewmontMining,irr,rel,,
We will also work concurrently to,1,1,1,1,1,1,1,7,NewmontMining,rel,irr,,incomplete sentence
Offsets also provide risk mitigation against fluctuations in emissions and unforeseen conditions.,1,1,1,1,1,0,1,6,NewmontMining,rel,rel,,
"Fully eliminating sulfur hexafluoride (SF6) emissions from operations: We currently use SF6 gas, another potent greenhouse gas, as part of our transmission equipment.",1,1,1,1,1,1,1,7,NextEraEnergyZeroCarbonBlueprint,irr,rel,"greenhouse gas, hexafluoride, sf6",
"As we look to develop and scale green hydrogen production, our gas pipeline infrastructure could serve as an option to transport green hydrogen in the future.",1,1,1,1,1,1,1,7,NextEraEnergyZeroCarbonBlueprint,irr,irr,,
01 The decarbonization milestones with projected generation (GWh) by fuel type for NextEra Energy through 2045.,1,1,1,1,1,1,1,7,NextEraEnergyZeroCarbonBlueprint,irr,rel,,
"020 By the end of 2021, net zero emission commitments covered 90% of global gross domestic product (GDP)2.",1,1,1,1,1,1,1,7,NextEraEnergyZeroCarbonBlueprint,irr,rel,,
We plan to generate green hydrogen through solar power to use a zero-carbon emissions fuel for FPL's existing gas generating fleet.,1,1,1,1,1,1,1,7,NextEraEnergyZeroCarbonBlueprint,irr,rel,,
Real Zero™ means eliminating carbon emissions from our operations.,1,0,1,1,1,1,1,6,NextEraEnergyZeroCarbonBlueprint,irr,irr,real zero,
"Scope 2 Indirect GHG emissions associated with the purchase of electricity, steam, heat or cooling Scope 1 Direct greenhouse gas (GHG) emissions that occur from sources that are controlled or owned by an organization Scope 3 The result of activities from assets not owned or controlled by the reporting organization, but that the organization indirectly impacts in its value chain 2 https://sciencebasedtargets.org/net-zero 3 https://www.iea.org/reports/net-zero-by-2050 4 Our 2021 GHG emissions inventory was verified by an independent third-party and is available on the ESG Resources page on our Investor Relations website.",1,1,1,1,0,1,1,6,NextEraEnergyZeroCarbonBlueprint,irr,rel,,
"Years before many Fortune 500 companies considered transitioning away from fossil fuels to renewable energy, we were building solar and wind projects, and closing oil and coal-fired power plants.",1,0,1,1,1,1,1,6,NextEraEnergyZeroCarbonBlueprint,irr,rel,,
"In FY21, we saw a 42% reduction in Scope 1 emissions from FY20.",1,1,1,1,1,1,1,7,Nike,irr,rel,,
At our Tepana distribution went live.,1,1,1,1,0,1,1,6,Nike,rel,irr,,incomplete sentence
"This commitment will be measured against a 2015 baseline, the year the Paris Climate Agreement was adopted.",0,0,1,1,1,1,1,5,Nucor,rel,rel,paris agreement,
"Since 2015, we’ve reduced our carbon footprint by 20.5 percent—the result of increased renewable energy use, improved energy and lighting efficiency, onsite solar installations, engagement with our suppliers, and a variety of other emissions reduction initiatives across our operations.",1,1,1,1,1,1,1,7,Oracle,irr,rel,"reduced carbon footprint, increased renewable energy use, improved energy and lighting efficiency",
"In FY18/19, we achieved a 14% reduction per consumer use, which is off our glide path for our 2020 goal.",1,1,1,1,1,1,1,7,PandG,irr,rel,,
Environmental Resource and Waste Summary,1,1,1,1,1,1,1,7,PandG,rel,irr,,Table text?
"5 Air emissions include particulates, SO2, NOX, CO and VOC.",1,0,1,1,1,1,1,6,PandG,irr,rel,,
Goal expanded in 2021 to include reusable packaging.,1,0,1,1,1,1,1,6,PepsiCo,irr,rel,,
Goal timeline extended to 2030.,1,1,0,1,1,1,1,6,PepsiCo,irr,rel,,
"Our approach to carbon offsets At Prologis, as part of our “measure-reduce-invest” approach to carbon management, we use carbon offsets only when necessary.",1,1,1,1,1,1,1,7,Prologis,irr,rel,,
This can reduce typical fleet emissions by 30%.,1,1,1,1,1,1,1,7,Prologis,irr,rel,,
"Prologis Essentials LED is a program dedicated to collaborating with customers to accelerate LED lighting upgrades that improve the operational efficiency of our customers' businesses, and decrease customer energy consumption and associated emissions.",1,1,1,1,1,1,1,7,Prologis,irr,rel,,
(The honey is shared with the tenant.),1,1,1,1,1,1,1,7,Prologis,rel,irr,,
The Prologis Green Bond Framework guides how we evaluate and select projects and how we use and manage green bond proceeds.,1,1,1,1,1,0,1,6,Prologis,irr,irr,,
Achieve 100% carbon neutral construction by 2025 On track Offset 20% of the estimated GHG emissions from projects that completed construction in 2021.,1,0,1,1,1,1,1,6,Prologis,irr,rel,GHG emissions,
"As we expand our generating capacity, we plan to provide battery storage and energy resilience as a service to onsite customers and utilities, which allows storage of excess daytime energy for use after the sun has set.",1,1,1,1,0,1,1,6,Prologis,irr,rel,,
LED lighting LED lighting uses 60 to 80% less energy than standard warehouse lighting.,1,1,0,1,0,1,1,5,Prologis,irr,rel,,
"For the emissions we cannot eliminate using these methods, we will purchase high-quality certified carbon offsets.",1,0,0,1,1,1,1,5,Prologis,irr,rel,,
This $650 million facility will use the latest technologies and processes to manufacture the next generation of turbine airfoils.,1,1,1,1,1,1,1,7,Raytheon,irr,irr,,
Our engineers are determined to drive additional,0,1,1,1,0,1,1,5,Raytheon,rel,irr,,incomplete sentence
"LRQA Limited has provided limited assurance of our net carbon intensity (measured and reported using the Net Carbon Footprint methodology), Scope 1 and Scope 2 greenhouse gas (GHG) emissions data under operational control for 2021 and Scope 3 greenhouse gas emissions from energy products included in our net carbon intensity.",1,1,1,1,1,1,1,7,Shell,irr,rel,"net carbon intensity, Net Carbon Footprint methodology",
"GHG intensities (operational control) Unit 2021 2020 2019 2018 2017 IPIECA SASB GRI Upstream and Integrated Gas GHG intensity [A] tonne CO2e/tonne production 0.172 0.159 0.168 0.158 0.166 CCE-4 – 305-4 Upstream and Integrated Gas GHG intensity [B] kg CO2e/boe 22 21 22 21 22 CCE-4 – 305-4 Refinery GHG intensity [C] tonne CO2e/ UEDCTM 1.05 1.05 1.06 1.05 1.14 CCE-4 – 305-4 Chemical GHG intensity [D] tonne CO2e/tonne production 0.95 0.98 1.04 0.96 0.95 CCE-4 – 305-4 [A] In tonnes of Scope 1 and Scope 2 GHG emissions per tonne of oil and gas available for sale, liquefied natural gas and gas-to-liquids production in Integrated Gas and Upstream.",1,1,1,1,1,1,1,7,Shell,irr,rel,,
"For consumers and business customers to decarbonise their activities, lower-carbon electricity will be part of their energy mix.",1,1,1,1,1,1,1,7,Shell,irr,rel,,
A large amount of gas was therefore flared while the FPSO continued to produce oil.,1,0,1,1,1,1,1,6,Shell,irr,rel,,
"This includes developing wind projects on floating platforms in deeper waters off the coasts of Ireland, Scotland, France, Norway and South Korea.",1,1,0,1,1,1,1,6,Shell,irr,rel,,
Avoiding and offsetting emissions by sourcing low-carbon and renewable energy.,1,1,1,1,1,1,1,7,TJX,irr,rel,,
"In fiscal 2021, we completed the installation of a solar array on the rooftop of our Worcester, MA, distribution center.",1,1,1,1,1,1,1,7,TJX,irr,rel,,
"For example, sometimes when what we are seeing in the 1,100+ buyers ~21,100 vendors 100+ countries",1,1,1,1,1,0,1,6,TJX,irr,irr,,
"For additional investments in existing assets (brown- field projects), the investment will have to lower the Scope 1+2 emissions intensity of the asset in question.",1,1,1,1,1,1,1,7,Total,irr,irr,,
"Using less energy Improving energy efficiency means reducing the quantity of energy used to produce a given amount of energy, so emis- sions are reduced as well.",1,1,1,1,1,1,1,7,Total,irr,irr,,General sentence
It aims to produce 100 kt as from 2025.,1,1,1,1,1,1,1,7,Total,irr,rel,,
Indicators for measuring our emissions Scope 1 Scope 1 emissions are direct emissions of greenhouse gases from a company’s sites or activities.,1,1,1,1,1,1,1,7,Total,irr,rel,,
"Approved by the Norwegian government in 2020, the project is currently in the construction phase.",1,1,1,1,1,1,1,7,Total,rel,irr,,
A unit to produce sustainable aviation fuels that emit less than half the CO2 of their fossil equivalents and incorporate over 90% waste materials.,1,1,1,1,1,1,1,7,Total,rel,rel,,
"These biofuels can already be used as a drop-in fuel with standard jet fuel up to 50%, without any need to modify existing logistics infrastruc- ture, aircraft or engines.",1,1,1,1,1,1,1,7,Total,irr,irr,,
"The use of coal would be virtually eliminated in 2050 and capacity for renewables would rise eightfold (20 for solar and wind, 2.7 for hydroelectricity).",1,1,1,1,1,1,1,7,Total,irr,rel,,
This is not the major- ity (around 15%) but should be reduced as a priority.,1,1,1,1,1,1,1,7,Total,irr,irr,,
"With Saft, TotalEnergies is giving the new company the benefit of its expertise in R&D.",1,1,1,1,1,1,1,7,Total,rel,irr,,
"In five years, the Company has invested more than $10 billion, primarily in photovoltaic electric- ity and offshore wind, for an average of $2 billion per year.",1,1,1,1,1,1,1,7,Total,irr,rel,,
"In 2021, investments in renewables and electricity represented 25% of total invest- ments, or more than $3 billion, versus less than 5% in 2015.",1,1,1,1,1,1,1,7,Total,irr,rel,,
"In particular, in the upstream segment, TotalEnergies has the lowest production cost per barrel and the lowest carbon inten- sity per barrel of oil equivalent (operated Scope 1+2) among its peers, at around $5/boe and 17 kg CO2/boe, respectively.",1,1,1,1,1,1,1,7,Total,irr,rel,,
"Climate and Sustainable Energy Reducing our Scope 3 emissions 2021 HIGHLIGHTS Residential, Commercial and Industrial Uses",0,1,1,1,1,1,1,6,Total,irr,rel,,
The second concerns indirect emissions and aims to encourage and help suppli- ers reduce their own emissions.,1,0,1,1,1,1,1,6,Total,irr,rel,,
"The IEA’s NZE scenario — In its 1.5°C scenario, the IEA is aiming for carbon neutrality by 2050, which requires a 39% reduction in net emissions from energy between 2015 and 2030 (from 34 to 21 billion tons of CO2e).",1,1,0,1,1,1,1,6,Total,irr,rel,net emissions from energy,
The Company is also maintaining its target of keeping methane intensity below 0.1% across its operated gas facilities.,0,1,1,1,1,1,1,6,Total,rel,rel,methane intensity,
"TotalEnergies’ CCS projects are helping to reduce its own emissions, but via additional available capacity, they will also help it develop services for transporting and storing carbon on behalf of industrial customers intent on reducing their emis- sions.",1,1,0,1,1,1,1,6,Total,irr,rel,,
"In all three cases, the CO2 would be stored in depeleted reservoirs in the North Sea.",0,1,1,1,1,1,1,6,Total,rel,irr,,
"• In France, in July 2021, TotalEnergies joined with four other industrial companies in the Seine basin to launch development studies for carbon capture and maritime export infrastructure.",1,1,0,1,1,1,1,6,Total,rel,rel,,
"• In the Netherlands, TotalEnergies and its partners are studying the Aramis project designed to develop a logistics chain and hub in the port of Rotterdam to transport CO2 to depleted offshore fields, some of which are operated by TotalEnergies.",0,1,1,1,1,1,1,6,Total,rel,rel,,
